Наименование товара;Цена розничная;Минимальная партия, шт;Количество в упаковке;Изображение;Производитель
Напиток газированный «Darida» Крем-сода, 1.45 л;1.9100000000000001;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2744/00552744/norm/thumbs/00552744.n_1_1000x1000.png.jpg?1684603807;10 г
Напиток газированный «Darida» Ситро, 1.45 л;1.9100000000000001;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2749/00552749/norm/thumbs/00552749.n_1_1000x1000.png.jpg?1684603807;10 г
Напиток газированный «Дарида» снежок, 1.45 л;1.9100000000000001;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/3359/00553359/norm/thumbs/00553359.n_1_1000x1000.png.jpg?1684603807;8.1 г
Квас «Лидский» Crazy Crush, клюква, 1.5 л;1.97;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2279/01172279/norm/thumbs/01172279.n_1_1000x1000.png.jpg?1684603807;г
Квас «Хатнi» Cпраўны, 1.4 л;1.97;9;9;https://img.unistore.by/UserFiles/images/catalog/Goods/9520/00569520/norm/thumbs/00569520.n_1_1000x1000.png.jpg?1684603807;8 г
Напиток газированный «Pepsi» со вкусом манго, 1.5 л;2.06;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/6186/00966186/norm/thumbs/00966186.n_1_1000x1000.png.jpg?1684603807;1 ккал / 4 кДж
Квас «Хатні» спраўны, 1.9 л.;2.09;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2643/00582643/norm/thumbs/00582643.n_1_1000x1000.png.jpg?1684603807;8 г
Напиток газ.«FANTOLA LIME» (пэт) 1л;2.09;12;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2078/01632078/norm/thumbs/01632078.n_1_1000x1000.png.jpg?1684355407;ООО «ПК Аквалайф», Московская обл., Ногинский р-н, 5.5 км северо-западнее с. Ямкино, пром.зона Ногинск-23, пром.пл. №1, уч. 1, стр. 2, Россия.
Напиток газированный «Бела-Кола» Классик, 2 л;2.15;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/7118/00097118/norm/thumbs/00097118.n_1_1000x1000.png.jpg?1684603807;"ЗАО ""МЗБН"", 220114, г. Минск, ул. Макаенка, 19, Республика Беларусь."
Нектар «Моя семья» вишнята-мята, 1 л.;2.18;0;12;https://img.unistore.by/UserFiles/images/catalog/Goods/3124/00823124/norm/thumbs/00823124.n_1_1000x1000.png.jpg?1684096209;Содержит натуральные ингредиенты. Из настоящих фруктов. Пастеризованный. Сокосодержащий из яблок, черноплодной рябины и вишни с экстрактом мяты.
Напиток «Fanta» лимон 1 л.;2.2;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2093/00012093/norm/thumbs/00012093.n_1_1000x1000.png.jpg?1684603807;11.7 г
Квас «Лидский» хлебный, 1.5 л;2.21;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/7490/00197490/norm/thumbs/00197490.n_1_1000x1000.png.jpg?1684603807;6.4 г
Квас «Лидский» хлебный, 2 л.;2.21;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/0030/00140030/norm/thumbs/00140030.n_1_1000x1000.png.jpg?1684603807;6.4 г
Напиток «Fanta» виноград, 1 л.;2.22;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/7930/00387930/norm/thumbs/00387930.n_1_1000x1000.png.jpg?1684528206;г
Напиток газированный «Fanta» апельсин, 1 л;2.22;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2079/00012079/norm/thumbs/00012079.n_1_1000x1000.png.jpg?1684603807;11.6 г
Напиток газированный «7up» 1.5 л;2.26;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/9383/01099383/norm/thumbs/01099383.n_1_1000x1000.png.jpg?1684603807;19 ккал / 79 кДж
Напиток газированный «Pepsi» 1.5 л;2.26;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/3809/00573809/norm/thumbs/00573809.n_1_1000x1000.png.jpg?1684603807;11.09 г
Квас «Лидский» темный, 1.5 л;2.35;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/0025/00310025/norm/thumbs/00310025.n_1_1000x1000.png.jpg?1684603807;7.6 г
Напиток газированный «Pepsi» Max, 1.5 л;2.35;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/6138/00776138/norm/thumbs/00776138.n_1_1000x1000.png.jpg?1684603807;1 ккал /4 кДж
Напиток газированный «Sprite» лайм и лимон, 1 л;2.38;12;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2078/00012078/norm/thumbs/00012078.n_1_1000x1000.png.jpg?1684603807;менее 0.1 г
Квас «Лидский» темный, 2 л.;2.39;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/0453/00690453/norm/thumbs/00690453.n_1_1000x1000.png.jpg?1684603807;г
Напиток газированный «Coca-Cola» без сахара, 1 л;2.4;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/3891/00553891/norm/thumbs/00553891.n_1_1000x1000.png.jpg?1684603807;0.2 ккал/ 0.8 кДж
Напиток газированный «Coca-Cola» 1 л;2.41;12;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2077/00012077/norm/thumbs/00012077.n_1_1000x1000.png.jpg?1684603807;10.6 г
Напиток газированный «Schweppes» Биттер Лемон, 1 л;2.46;1;12;https://img.unistore.by/UserFiles/images/catalog/Goods/6333/00046333/norm/thumbs/00046333.n_1_1000x1000.png.jpg?1684603807;9.1 г
Напиток газированный «Schweppes» Индиан Тоник, 1 л;2.46;1;12;https://img.unistore.by/UserFiles/images/catalog/Goods/8735/00008735/norm/thumbs/00008735.n_1_1000x1000.png.jpg?1684603807;9 г
Напиток «Fun-fun» 2 л.;2.57;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/9424/00039424/norm/thumbs/00039424.n_1_1000x1000.png.jpg?1684603807;"ЗАО ""МЗБН"", 220114, г. Минск, ул. Макаенка, 19, Республика Беларусь."
Напиток «Росинка» классик, 2 л.;2.57;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/7224/00097224/norm/thumbs/00097224.n_1_1000x1000.png.jpg?1684603807;"ЗАО ""МЗБН"", 220114, г. Минск, ул. Макаенка, 19, Республика Беларусь."
Напиток газированный «Schweppes» мохито, 1 л;2.59;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/0671/00450671/norm/thumbs/00450671.n_1_1000x1000.png.jpg?1684603807;г
Напиток газированный «Дюшес», 1 л;2.66;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/7677/00357677/norm/thumbs/00357677.n_1_1000x1000.png.jpg?1684355406;ООО «ПК Аквалайф», Московская обл., Ногинский р-н, 5.5 км северо-западнее с. Ямкино, пром.зона Ногинск-23, пром.пл. №1, уч. 1, стр. 2, Россия.
Напиток газированный «Coca-Cola» 1.5 л;2.68;1;9;https://img.unistore.by/UserFiles/images/catalog/Goods/7928/00387928/norm/thumbs/00387928.n_1_1000x1000.png.jpg?1684603807;10.6 г
Напиток газированный «Coca-Cola» без сахара, 1.5 л;2.68;1;9;https://img.unistore.by/UserFiles/images/catalog/Goods/3892/00553892/norm/thumbs/00553892.n_1_1000x1000.png.jpg?1684603807;0.2 ккал/ 0.8 кДж
Напиток «Fanta» вкус винограда 1.5 л.;2.69;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/6383/00476383/norm/thumbs/00476383.n_1_1000x1000.png.jpg?1684603807;13.5 г
Напиток газированный «Байкал», 2 л;2.69;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/9968/00249968/norm/thumbs/00249968.n_1_1000x1000.png.jpg?1684355406;"изготовлено по заказу Минска и Московский обл. (Б) ООО ""Маркетинг-Центр"", Могилевская область, Могилевский р-н, д. Большая Боровка, ул. Школьная, д. 68, РБ."
Напиток газированный «Дюшес», 2 л;2.69;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/9969/00249969/norm/thumbs/00249969.n_1_1000x1000.png.jpg?1684355406;ООО «ПК Аквалайф», Московская обл., Ногинский р-н, 5.5 км северо-западнее с. Ямкино, пром.зона Ногинск-23, пром.пл. №1, уч. 1, стр. 2, Россия.
Напиток газированный «Лимонад оригинальный», 2 л;2.69;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2885/00522885/norm/thumbs/00522885.n_1_1000x1000.png.jpg?1684528206;ООО «ПК Аквалайф», Московская обл., Ногинский р-н, 5.5 км северо-западнее с. Ямкино, пром.зона Ногинск-23, пром.пл. №1, уч. 1, стр. 2, Россия.
Напиток газированный «Тархун», 2 л;2.69;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/9970/00249970/norm/thumbs/00249970.n_1_1000x1000.png.jpg?1684355406;ООО «ПК Аквалайф», Московская обл., Ногинский р-н, 5.5 км северо-западнее с. Ямкино, пром.зона Ногинск-23, пром.пл. №1, уч. 1, стр. 2, Россия.
Напиток«КОЛА»(б/а,газ,пэт)2л;2.69;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/8831/01418831/norm/thumbs/01418831.n_1_1000x1000.png.jpg?1684355407;Новый
Напиток газированный «Байкал», 1 л;2.74;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/6746/00366746/norm/thumbs/00366746.n_1_1000x1000.png.jpg?1684355406;ООО «ПК Аквалайф», Московская обл., Ногинский р-н, 5.5 км северо-западнее с. Ямкино, пром.зона Ногинск-23, пром.пл. №1, уч. 1, стр. 2, Россия.
Напиток газированный «Тархун», 1 л;2.76;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/6751/00366751/norm/thumbs/00366751.n_1_1000x1000.png.jpg?1684355406;ООО «ПК Аквалайф», Московская обл., Ногинский р-н, 5.5 км северо-западнее с. Ямкино, пром.зона Ногинск-23, пром.пл. №1, уч. 1, стр. 2, Россия.
Напиток газированный «Schweppes» Пряная клюква, 1 л;2.8;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2344/00002344/norm/thumbs/00002344.n_1_1000x1000.png.jpg?1684603807;7.2 г
Напиток «Сок берёзовый» 2 л.;2.84;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/2006/00012006/norm/thumbs/00012006.n_1_1000x1000.png.jpg?1684603807;"ЗАО ""МЗБН"", 220114, г. Минск, ул. Макаенка, 19, Республика Беларусь."
Напиток газированный «Sprite» лайм и лимон, 1.5 л;2.89;9;9;https://img.unistore.by/UserFiles/images/catalog/Goods/7523/00357523/norm/thumbs/00357523.n_1_1000x1000.png.jpg?1684603807;менее 0.1 г
Напиток газированный «Мандарин», 2 л;2.9;6;6;https://img.unistore.by/UserFiles/images/catalog/Goods/5925/01335925/norm/thumbs/01335925.n_1_1000x1000.png.jpg?1684096209;40 ккал / 170 КдЖ
Напиток газированный «Fanta» апельсин, 1.5 л;2.99;9;9;https://img.unistore.by/UserFiles/images/catalog/Goods/7524/00357524/norm/thumbs/00357524.n_1_1000x1000.png.jpg?1684603807;11.6 г
Напиток газированный «Coca-Cola» Vanilla, 1.5 л;3.04;3;9;https://img.unistore.by/UserFiles/images/catalog/Goods/5985/00935985/norm/thumbs/00935985.n_1_1000x1000.png.jpg?1684603807;11.2 г
Напиток с/с«CIDO» (красн.апельс.,40%) 1л;3.23;1;15;https://img.unistore.by/UserFiles/images/catalog/Goods/8691/01638691/norm/thumbs/01638691.n_1_1000x1000.png.jpg?1684528206;Новый
Напиток «SCHWEPPES»(Tonic) 1.35 л;3.25;0;8;https://img.unistore.by/UserFiles/images/catalog/Goods/4943/01504943/norm/thumbs/01504943.n_1_1000x1000.png.jpg?1684355407;Новый
Напиток газированный «Schweppes» Биттер Лемон, 1.5 л;3.42;9;9;https://img.unistore.by/UserFiles/images/catalog/Goods/6385/00476385/norm/thumbs/00476385.n_1_1000x1000.png.jpg?1684603807;9.1 г
Напиток газированный «Schweppes» мохито, 1.5 л;3.42;6;9;https://img.unistore.by/UserFiles/images/catalog/Goods/0672/00450672/norm/thumbs/00450672.n_1_1000x1000.png.jpg?1684182606;г
Напиток газированный «Schweppes» розовый грейпфрут, 1.5 л;3.42;6;9;https://img.unistore.by/UserFiles/images/catalog/Goods/7236/00977236/norm/thumbs/00977236.n_1_1000x1000.png.jpg?1684355407;23 ккал / 99 кДж
Напиток газированный «Schweppes» Пряная клюква, 1.5 л;3.43;9;9;https://img.unistore.by/UserFiles/images/catalog/Goods/6386/00476386/norm/thumbs/00476386.n_1_1000x1000.png.jpg?1684603807;7.2 г
Вода питьевая «Минская» негазированная, 0.5 л.;0.59;5;15;https://img.unistore.by/UserFiles/images/catalog/Goods/8399/00058399/norm/thumbs/00058399.n_1_1000x1000.png.jpg?1684603807;Артезианская, первой категории, обеззараженная ультрафиолетовым излучением.
Вода питьевая «Praleska» газированная, 0.5 л.;0.65;12;12;https://img.unistore.by/UserFiles/images/catalog/Goods/5772/00815772/norm/thumbs/00815772.n_1_1000x1000.png.jpg?1684603807;"ЧП ""Дарида"", 223028, г. Минск, агр. г. Ждановичи, ул. Линейная, 1/А, Беларусь."
Вода питьевая «Praleska» негазированная, 0.5 л.;0.65;12;12;https://img.unistore.by/UserFiles/images/catalog/Goods/5770/00815770/norm/thumbs/00815770.n_1_1000x1000.png.jpg?1684603807;"ЧП ""Дарида"", 223028, г. Минск, агр. г. Ждановичи, ул. Линейная, 1/А, Республика Беларусь."
Вода минеральная лечебно-столовая «Эдельвейс» газированная, 0.5 л.;0.66;6;12;https://img.unistore.by/UserFiles/images/catalog/Goods/9344/00969344/norm/thumbs/00969344.n_1_1000x1000.png.jpg?1684355407;"ООО ""Эдельвейс Л"", 398042, г. Липецк, пр. Универсальный, 14А, Россия."
